,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,DATE,company_name
VTR UN Equity.6,-216278000,-510987000,-1304020000,-1401411000,-1350040000,-2158380000,-1113034000,195190000,87885000,-810270000,965709000,-528614000,NET_CAP_EXP,VTR UN Equity
VNO UN Equity,2558207000,2702808000,2649217000,2299176000,2312512000,1985495000,2003742000,2084126000,2163720000,1924700000,1527951000,1589210000,SALES_REV_TURN,VNO UN Equity
VNO UN Equity.1,48.82865226,49.21444661,46.47867653,51.48248764,53.03821126,55.73260069,55.99094095,52.38104606,47.01038027,39.09107913,26.62245059,42.1333241,EBITDA_TO_REVENUE,VNO UN Equity
VNO UN Equity.3,490110000,517946000,503529000,509122000,536622000,487154000,542068000,483036000,434212000,419103000,401064000,423345000,CF_DEPR_AMORT,VNO UN Equity
VNO UN Equity.5,18.56698852,12.93484406,39.11378343,40.15251551,44.74558402,67.27370253,54.15931792,31.56080774,56.73562198,49.4841274,49.66219466,46.46340005,CAP_EXPEND_TO_SALES,VNO UN Equity
VNO UN Equity.6,-190471000,-116352000,-433653000,573848000,-101784000,-72973000,-295475000,-292372000,-589683000,20836000,-156894000,-52437000,NET_CAP_EXP,VNO UN Equity
VMC UN Equity,2558862000,2564550000,2567310000,2770709000,2994169000,3422181000,3592667000,3890296000,4382869000,4929103000,4856826000,5552200000,SALES_REV_TURN,VMC UN Equity
VMC UN Equity.1,14.36392428,16.57846406,16.2325547,17.95612603,27.30757683,24.09577401,26.84696355,24.29144209,24.95988358,25.40125455,26.61279198,27.76737149,EBITDA_TO_REVENUE,VMC UN Equity
VMC UN Equity.3,382093000,361719000,331959000,307108000,279497000,274823000,284940000,305965000,346246000,374596000,396806000,463000000,CF_DEPR_AMORT,VMC UN Equity
VMC UN Equity.4,315209000,265444000,91714000,103800000,-183770000,262521000,33826000,-27709000,-260634000,367168000,385519000,-301982000,CHNG_WORK_CAP,VMC UN Equity
VMC UN Equity.5,3.37353089,3.856894972,3.636374259,9.938972299,7.509662948,8.452562854,9.746185772,11.8131371,10.70276114,7.792371147,7.457421781,8.128309499,CAP_EXPEND_TO_SALES,VMC UN Equity
VMC UN Equity.6,-72722000,-85237000,-12528000,-257804000,-198824000,-281044000,-326830000,-443810000,-446878000,-361433000,-350733000,-234800000,NET_CAP_EXP,VMC UN Equity
WY UN Equity,5954000000,6216000000,5989000000,7254000000,5489000000,5246000000,6365000000,7196000000,7476000000,6554000000,7532000000,10201000000,SALES_REV_TURN,WY UN Equity
WY UN Equity.1,15.93886463,17.35842986,17.93287694,15.24676041,27.09054473,21.67365612,21.79104478,22.95719844,25.14713751,18.01953006,29.24853956,40.58425645,EBITDA_TO_REVENUE,WY UN Equity
WY UN Equity.3,503000000,480000000,456000000,472000000,500000000,479000000,565000000,521000000,486000000,510000000,472000000,477000000,CF_DEPR_AMORT,WY UN Equity
WY UN Equity.4,-1157000000,-391000000,-322000000,396000000,689000000,427000000,-1898000000,134000000,-887000000,942000000,54000000,1522000000,CHNG_WORK_CAP,WY UN Equity
WY UN Equity.5,3.862949278,3.877091377,4.758724328,4.039150813,7.196210603,9.207014868,8.012568735,5.822679266,5.711610487,5.859017394,9.373340414,5.783746692,CAP_EXPEND_TO_SALES,WY UN Equity
WY UN Equity.6,-17000000,121000000,-205000000,-273000000,-367000000,-464000000,-406000000,-393000000,-427000000,-384000000,-706000000,-590000000,NET_CAP_EXP,WY UN Equity
WHR UN Equity,18366000000,18666000000,18143000000,18769000000,19872000000,20891000000,20718000000,21253000000,21037000000,20419000000,19456000000,21985000000,SALES_REV_TURN,WHR UN Equity
WHR UN Equity.1,8.510290755,7.232401157,7.826710026,9.53167457,8.796296296,9.142693026,9.764456029,8.422340375,4.392261254,11.61663157,12.43318257,13.99135774,EBITDA_TO_REVENUE,WHR UN Equity
WHR UN Equity.3,555000000,558000000,551000000,540000000,560000000,668000000,655000000,654000000,645000000,587000000,568000000,494000000,CF_DEPR_AMORT,WHR UN Equity
WHR UN Equity.4,82000000,-1041000000,192000000,-89000000,-533000000,-114000000,96000000,-252000000,-1205000000,809000000,1770000000,386000000,CHNG_WORK_CAP,WHR UN Equity
WHR UN Equity.5,3.228792334,3.257259188,2.623601389,3.07954606,3.623188406,3.29807094,3.185635679,3.218369171,2.804582402,2.605416524,2.107319079,2.387991813,CAP_EXPEND_TO_SALES,WHR UN Equity
WHR UN Equity.6,-576000000,-585000000,-466000000,-572000000,-699000000,-652000000,-597000000,-623000000,-430000000,642000000,-244000000,-223000000,NET_CAP_EXP,WHR UN Equity
WMB UN Equity,6638000000,7930000000,7486000000,6860000000,7637000000,7360000000,7499000000,8031000000,8686000000,8201000000,7719000000,10627000000,SALES_REV_TURN,WMB UN Equity
WMB UN Equity.1,43.89876469,43.89659521,31.63238044,31.92419825,35.94343329,26.68478261,32.84437925,33.15900884,28.70135851,44.78722107,51.28902708,42.41084031,EBITDA_TO_REVENUE,WMB UN Equity
WMB UN Equity.3,1507000000,1614000000,756000000,815000000,1176000000,1738000000,1763000000,1736000000,1725000000,1714000000,1721000000,1842000000,CF_DEPR_AMORT,WMB UN Equity
WMB UN Equity.4,-1360000000,263000000,156000000,-675000000,-377000000,-293000000,-517000000,1020000000,120000000,-2041000000,1498000000,467000000,CHNG_WORK_CAP,WMB UN Equity
WMB UN Equity.5,42.00060259,35.25851198,33.78306172,52.06997085,52.78250622,43.0298913,27.35031338,30.38226871,37.56619848,26.20412145,16.51768364,11.73426179,CAP_EXPEND_TO_SALES,WMB UN Equity
WMB UN Equity.6,-2788000000,-2780000000,-2450000000,-3572000000,-3997000000,-3164000000,-2021000000,-2440000000,-3263000000,-2149000000,-1275000000,-1247000000,NET_CAP_EXP,WMB UN Equity
WEC UN Equity,4202500000,4486400000,4246400000,4519000000,4997100000,5926100000,7472300000,7648500000,7679500000,7523100000,7241700000,8316000000,SALES_REV_TURN,WEC UN Equity
WEC UN Equity.1,26.8364069,27.27576676,32.30972118,32.75724718,30.59974785,30.94784091,32.71683417,33.6628097,30.1347744,32.74182186,37.11007084,33.58104858,EBITDA_TO_REVENUE,WEC UN Equity
WEC UN Equity.2,35.4820389,33.97708253,35.92540464,36.91685786,38.02565181,40.387301,37.59872569,24.1437925,13.80151183,9.922997539,15.94486812,13.36402455,EFF_TAX_RATE,WEC UN Equity
WEC UN Equity.3,317400000,336400000,371700000,400200000,417000000,583500000,762600000,798600000,845800000,926300000,975900000,1074300000,CF_DEPR_AMORT,WEC UN Equity
WEC UN Equity.4,-25200000,451700000,-191100000,184100000,-430700000,-126200000,239300000,-1392900000,571700000,-5000000,-976000000,968800000,CHNG_WORK_CAP,WEC UN Equity
WEC UN Equity.5,18.99345628,18.5181883,16.64939714,15.21132994,15.23283504,21.36649736,19.05303588,25.6194025,27.5499707,30.05144156,30.91539279,27.08994709,CAP_EXPEND_TO_SALES,WEC UN Equity
WEC UN Equity.6,-729500000,-789300000,-698300000,-684900000,-747300000,-1237300000,-1257400000,-1935500000,-2103600000,-2223200000,-2218500000,-2230900000,NET_CAP_EXP,WEC UN Equity
ADBE UW Equity,3800000000,4216258000,4403677000,4055240000,4147065000,4795511000,5854430000,7301505000,9030008000,11171000000,12868000000,15785000000,SALES_REV_TURN,ADBE UW Equity
ADBE UW Equity.1,33.83715789,32.48150374,33.60730135,18.34540003,17.5129881,25.91106558,31.1753151,34.15860155,35.29189564,36.03079402,39.73422443,42.50237567,EBITDA_TO_REVENUE,ADBE UW Equity
ADBE UW Equity.3,292738000,270205000,299766000,321227000,313590000,339473000,331535000,325997000,346492000,757000000,757000000,788000000,CF_DEPR_AMORT,ADBE UW Equity
ADBE UW Equity.4,518891000,372710000,604642000,-605033000,-412388000,500443000,419803000,692217000,-3164443000,-2251913000,4330000000,-897000000,CHNG_WORK_CAP,ADBE UW Equity
ADBE UW Equity.5,4.464263158,4.987692878,6.155673997,4.64480524,3.576794673,3.856439908,3.481209956,2.439524454,2.952145779,3.535941277,3.25613926,2.204624644,CAP_EXPEND_TO_SALES,ADBE UW Equity
ADBE UW Equity.6,-137491000,-210294000,-271076000,-164098000,-148332000,-127157000,-203805000,-178122000,-266579000,-395000000,-419000000,-348000000,NET_CAP_EXP,ADBE UW Equity
AES UN Equity,15443000000,16098000000,17164000000,15891000000,16124000000,11260000000,10281000000,10530000000,10736000000,10189000000,9660000000,11141000000,SALES_REV_TURN,AES UN Equity
AES UN Equity.1,29.83228647,30.7864331,27.40037287,27.19149204,25.04341355,29.25399645,32.73027916,32.4691358,31.52011923,31.83825694,37.59834369,32.64518445,EBITDA_TO_REVENUE,AES UN Equity
AES UN Equity.3,1178000000,1262000000,1394000000,1294000000,1245000000,1144000000,1176000000,1169000000,1003000000,1045000000,1068000000,1056000000,CF_DEPR_AMORT,AES UN Equity
AES UN Equity.4,-785000000,-590000000,-645000000,-60000000,743000000,-913000000,1223000000,-769000000,246000000,-481000000,-83000000,572000000,CHNG_WORK_CAP,AES UN Equity
AES UN Equity.5,14.9582335,15.09504286,12.28151946,12.51022591,12.50310097,20.4973357,22.80906527,20.67426401,19.75596125,23.60388654,19.66873706,18.99290907,CAP_EXPEND_TO_SALES,AES UN Equity
AES UN Equity.6,-2287000000,-2313000000,-2062000000,-1926000000,-2016000000,-2308000000,-2345000000,-2177000000,-2121000000,-2405000000,-1900000000,-2116000000,NET_CAP_EXP,AES UN Equity
AMGN UW Equity,15053000000,15582000000,17265000000,18676000000,20063000000,21662000000,22991000000,22849000000,23747000000,23362000000,25424000000,25979000000,SALES_REV_TURN,AMGN UW Equity
AMGN UW Equity.1,43.59263934,34.47567706,38.60411237,38.30049261,41.2849524,48.83205614,51.75503458,52.20359753,51.41281004,51.58376851,50.85352423,43.25031756,EBITDA_TO_REVENUE,AMGN UW Equity
AMGN UW Equity.2,12.97724281,11.25301205,13.25613895,3.494776828,7.645478962,13.02331411,15.72629052,79.3789726,12.05866946,14.18253447,10.68486413,12.05790181,EFF_TAX_RATE,AMGN UW Equity
AMGN UW Equity.3,1017000000,1060000000,1088000000,1286000000,2092000000,2108000000,2105000000,1955000000,1946000000,2206000000,3601000000,3398000000,CF_DEPR_AMORT,AMGN UW Equity
AMGN UW Equity.4,1500000000,5280000000,1179000000,-3598000000,8285000000,2146000000,4955000000,5650000000,-16326000000,-18525000000,3886000000,-2290000000,CHNG_WORK_CAP,AMGN UW Equity
AMGN UW Equity.5,3.853052548,3.638814016,3.990732696,3.710644678,3.57872701,2.742129074,3.20995172,2.906035275,3.10776098,2.645321462,2.391441158,3.387351322,CAP_EXPEND_TO_SALES,AMGN UW Equity
AMGN UW Equity.6,-580000000,-567000000,-689000000,-693000000,-715000000,-320000000,-660000000,-664000000,-738000000,-618000000,-608000000,-880000000,NET_CAP_EXP,AMGN UW Equity
AAPL UW Equity,65225000000,108249000000,156508000000,170910000000,182795000000,233715000000,215639000000,229234000000,265595000000,260174000000,274515000000,365817000000,SALES_REV_TURN,AAPL UW Equity
AAPL UW Equity.1,29.76159448,32.89083502,37.38978199,32.62301796,33.06928526,35.29384079,32.70697787,31.1912718,30.79914908,29.39455903,28.72119921,33.33169317,EBITDA_TO_REVENUE,AAPL UW Equity
AAPL UW Equity.2,24.41747573,24.21575793,25.16005236,26.15491975,26.12605875,26.36833759,25.55725738,24.55647615,18.34218071,15.9438368,14.42816473,13.30226084,EFF_TAX_RATE,AAPL UW Equity
AAPL UW Equity.3,1027000000,1814000000,3277000000,6757000000,7946000000,11257000000,10505000000,10157000000,10903000000,12547000000,11056000000,11284000000,CF_DEPR_AMORT,AAPL UW Equity
AAPL UW Equity.4,907000000,-3938000000,2093000000,10517000000,-24545000000,3685000000,19095000000,-32000000,-12421000000,41691000000,-18780000000,-28966000000,CHNG_WORK_CAP,AAPL UW Equity
AAPL UW Equity.5,3.073974703,3.935371227,5.30004856,4.777368205,5.23592002,4.812271356,5.905239776,5.431567743,5.012519061,4.033838892,2.662513888,3.030203626,CAP_EXPEND_TO_SALES,AAPL UW Equity
AAPL UW Equity.6,-2005000000,-4260000000,-8295000000,-8165000000,-9571000000,-11247000000,-12734000000,-12451000000,-13313000000,-10495000000,-7309000000,-11085000000,NET_CAP_EXP,AAPL UW Equity
ADSK UW Equity,1713700000,1951800000,2215600000,2312200000,2273900000,2512200000,2504100000,2031000000,2056600000,2569800000,3274300000,3790400000,SALES_REV_TURN,ADSK UW Equity
ADSK UW Equity.1,10.33436424,19.30525669,21.26286333,18.75702794,18.1934122,10.6122124,5.87436604,-17.74495323,-19.48361373,2.731730096,17.01432367,22.53851836,EBITDA_TO_REVENUE,ADSK UW Equity
ADSK UW Equity.3,111500000,105400000,115500000,127800000,128900000,145900000,145800000,139200000,108400000,95200000,127300000,123800000,CF_DEPR_AMORT,ADSK UW Equity
ADSK UW Equity.4,87700000,168900000,97300000,566900000,254800000,-492300000,130900000,-1126900000,-520500000,-435900000,121300000,-69300000,CHNG_WORK_CAP,ADSK UW Equity
ADSK UW Equity.5,2.275777557,1.449943642,2.843473551,2.43923536,2.823343155,3.00533397,2.891258336,3.741999015,2.465233881,2.607206787,1.624774761,2.40344027,CAP_EXPEND_TO_SALES,ADSK UW Equity
ADSK UW Equity.6,-39000000,-28300000,-63000000,-56400000,-64200000,-75500000,-72400000,-76000000,-50700000,-67000000,-53200000,-91100000,NET_CAP_EXP,ADSK UW Equity
CTAS UW Equity,3547339000,3810384000,4102000000,4245964000,4193844000,4369677000,4795772000,5323381000,6476632000,6892303000,7085120000,7116340000,SALES_REV_TURN,CTAS UW Equity
CTAS UW Equity.1,15.30352752,15.51625768,16.954119939999998,17.789953,18.92254457,19.19411892,19.48007537,18.22687499,18.9797722,21.67094221,22.75401122,25.91842155,EBITDA_TO_REVENUE,CTAS UW Equity
CTAS UW Equity.2,37.30008258,37.09994932,36.79991676,36.76816298,37.11505845,37.15568974,36.39650369,33.47638361,6.78584211,19.93506888,17.19101835,13.72790816,EFF_TAX_RATE,CTAS UW Equity
CTAS UW Equity.3,152059000,150886000,155831000,189377000,190862000,155082000,165279000,196595000,279416000,360093000,379053000,387951000,CF_DEPR_AMORT,CTAS UW Equity
CTAS UW Equity.4,184372000,129458000,-395961000,197893000,106980000,51588000,-452114000,48602000,378449000,-93528000,315957000,-515280000,CHNG_WORK_CAP,CTAS UW Equity
CTAS UW Equity.5,3.131304902,4.791957976,3.920087762,4.627594582,3.471278378,4.982519303,5.742245461,5.134274627,4.195066201,4.014898939,3.250318978,2.016064438,CAP_EXPEND_TO_SALES,CTAS UW Equity
CTAS UW Equity.6,-111078000,-182592000,-160802000,-196486000,-145580000,-217720000,-275385000,-273317000,-271699000,-273519000,-216989000,-111765000,NET_CAP_EXP,CTAS UW Equity
CMCSA UW Equity,37937000000,55842000000,62570000000,64657000000,68775000000,74510000000,80736000000,85029000000,94507000000,108942000000,103564000000,116385000000,SALES_REV_TURN,CMCSA UW Equity
CMCSA UW Equity.1,38.47431268,32.87310626,31.92744127,33.15031628,33.3304253,33.12038653,32.52204717,32.58417716,31.41037172,32.29057664,30.60233286,30.77802122,EBITDA_TO_REVENUE,CMCSA UW Equity
CMCSA UW Equity.3,6616000000,7636000000,7798000000,7871000000,8019000000,8680000000,9426000000,9688000000,10676000000,12953000000,13100000000,13804000000,CF_DEPR_AMORT,CMCSA UW Equity
CMCSA UW Equity.4,4678000000,-5320000000,7945000000,-8114000000,958000000,-1996000000,701000000,-476000000,-105000000,855000000,2845000000,-2486000000,CHNG_WORK_CAP,CMCSA UW Equity
CMCSA UW Equity.5,13.07694335,9.503599441,9.132171967,13.14629506,10.78880407,11.40652261,11.31465517,11.23146221,10.34209106,9.136054047,8.863118458,7.88245908,CAP_EXPEND_TO_SALES,CMCSA UW Equity
CMCSA UW Equity.6,-4961000000,-5307000000,-5714000000,-8500000000,-7420000000,-8499000000,-9135000000,-9550000000,-9774000000,-9953000000,-9179000000,-9174000000,NET_CAP_EXP,CMCSA UW Equity
TAP UN Equity,3254400000,3515700000,3916500000,4206100000,4146300000,3567500000,4885000000,11002800000,10769600000,10579400000,9654000000,10279700000,SALES_REV_TURN,TAP UN Equity
TAP UN Equity.1,32.78023599,31.58119293,29.1101749,26.77539764,25.07054482,23.43938332,75.96724667,22.63514742,23.11413609,16.01603115,6.054485187,22.50746617,EBITDA_TO_REVENUE,TAP UN Equity
TAP UN Equity.3,202300000,217100000,272700000,320500000,313000000,314400000,388400000,812800000,857500000,859000000,922000000,786100000,CF_DEPR_AMORT,TAP UN Equity
TAP UN Equity.4,705100000,-46200000,-1691500000,227000000,-124100000,789400000,-1029500000,-221700000,-325000000,23500000,20300000,647300000,CHNG_WORK_CAP,TAP UN Equity
TAP UN Equity.5,5.466445428,6.695679381,5.675986212,6.987470578,6.258591998,7.708479327,6.996929376,5.44952194,6.051292527,5.612794676,5.954008701,5.083805948,CAP_EXPEND_TO_SALES,TAP UN Equity
TAP UN Equity.6,-172700000,-230800000,-206600000,-240300000,-250700000,-263200000,-167300000,-539100000,-619200000,-477900000,-416000000,-496600000,NET_CAP_EXP,TAP UN Equity
KLAC UW Equity,1820760000,3175167000,3171944000,2842781000,2929408000,2814049000,2984493000,3480014000,4036701000,4568904000,5806424000,6918734000,SALES_REV_TURN,KLAC UW Equity
KLAC UW Equity.1,22.05200026,39.25380933,34.94569892,28.74716695,29.19163189,26.3632936,34.42383681,38.41179949,39.69848151,35.51392194,32.47007108,41.34737656,EBITDA_TO_REVENUE,KLAC UW Equity
KLAC UW Equity.2,27.09002304,28.42876009,22.38788043,21.35353544,20.65541942,15.65725553,17.91790182,21.06719307,44.89677052,9.351265322,7.722727311,11.99349786,EFF_TAX_RATE,KLAC UW Equity
KLAC UW Equity.3,87348000,86044000,92133000,87534000,83072000,80536000,66932000,57836000,62684000,233224000,348049000,333335000,CF_DEPR_AMORT,KLAC UW Equity
KLAC UW Equity.4,229044000,730314000,507144000,188835000,201248000,-788406000,-37204000,233295000,235826000,-788141000,477170000,569262000,CHNG_WORK_CAP,KLAC UW Equity
KLAC UW Equity.5,1.658757881,1.610970384,1.815794983,2.623241115,2.304288102,1.627228239,1.063530724,1.109018527,1.658458231,2.856221098,2.629415282,3.347837914,CAP_EXPEND_TO_SALES,KLAC UW Equity
KLAC UW Equity.6,-24324000,-32966000,-55368000,-72735000,-63666000,-45791000,-24665000,-35647000,-66947000,-130498000,-152675000,-229773000,NET_CAP_EXP,KLAC UW Equity
MAR UW Equity,11691000000,12317000000,11814000000,12784000000,13796000000,14486000000,17072000000,20452000000,20758000000,20972000000,10571000000,13857000000,SALES_REV_TURN,MAR UW Equity
MAR UW Equity.1,7.467282525,5.634488918,9.184018961,8.7218398,9.47376051,10.27888996,8.997188379,13.60747115,12.76616244,11.38661072,6.801627093,15.83315292,EBITDA_TO_REVENUE,MAR UW Equity
MAR UW Equity.3,178000000,168000000,145000000,127000000,148000000,139000000,168000000,279000000,284000000,403000000,478000000,295000000,CF_DEPR_AMORT,MAR UW Equity
MAR UW Equity.4,317000000,-2115000000,-64000000,526000000,-367000000,-710000000,73000000,-1291000000,-664000000,181000000,623000000,146000000,CHNG_WORK_CAP,MAR UW Equity
MAR UW Equity.5,2.625951587,1.485751401,3.699001185,3.16020025,2.979124384,2.105481154,1.165651359,1.173479366,2.678485403,3.113675377,1.2770788,1.320632171,CAP_EXPEND_TO_SALES,MAR UW Equity
MAR UW Equity.6,-193000000,-163000000,-372000000,-404000000,24000000,368000000,19000000,1178000000,-77000000,-258000000,125000000,-171000000,NET_CAP_EXP,MAR UW Equity
MKC UN Equity,3336800000,3697600000,4014200000,4123400000,4243200000,4296300000,4411500000,4730300000,5302800000,5347400000,5601300000,6317900000,SALES_REV_TURN,MKC UN Equity
MKC UN Equity.1,18.12814673,17.27066205,16.9672662,15.92132706,16.63131599,15.22938342,16.99421965,17.44075429,19.64622464,20.87930583,21.52536018,19.7280742,EBITDA_TO_REVENUE,MKC UN Equity
MKC UN Equity.3,95100000,98300000,102800000,106000000,102700000,105900000,108700000,125200000,150700000,158800000,165000000,186300000,CF_DEPR_AMORT,MKC UN Equity
MKC UN Equity.4,28800000,48500000,-131800000,209300000,-12900000,-175400000,-119700000,-329400000,-191500000,-82400000,-358700000,-65100000,CHNG_WORK_CAP,MKC UN Equity
